id,user,uid,version,changeset,timestamp
11285756,tarta,962387,13,23249795,2014-06-28T17:09:39Z
11286067,lmpinto,7396,2,603937,2008-01-11T17:02:11Z
29472624,dhiegov,8701980,37,61758472,2018-08-17T21:47:40Z
29472952,patodiez,1856060,8,34951268,2015-10-29T15:04:57Z
29472953,Matias_Daniel,7142955,13,55521918,2018-01-17T13:32:32Z
29472954,patodiez,1856060,8,48066302,2017-04-23T17:07:07Z
29472955,wfwaltersilva,7432566,9,56193324,2018-02-08T18:48:43Z
29472956,Matias_Daniel,7142955,18,56340368,2018-02-14T03:06:33Z
29472957,patodiez,1856060,7,48068112,2017-04-23T18:23:46Z
29472958,erickdeoliveiraleal,463504,8,55034448,2017-12-30T13:30:08Z
29472959,patodiez,1856060,9,48068112,2017-04-23T18:23:46Z
29472960,Matias_Daniel,7142955,23,56235013,2018-02-10T07:33:59Z
29472962,Editor de GPS,2095745,7,28448273,2015-01-27T18:34:42Z
29472963,Matias_Daniel,7142955,17,55523594,2018-01-17T14:44:15Z
29472964,Nick Mack,1790003,6,18627877,2013-10-31T02:16:16Z
29472966,Matias_Daniel,7142955,10,55523594,2018-01-17T14:44:14Z
29472967,Gabriel Bezerra,1734614,7,17687819,2013-09-05T13:48:05Z
29472968,Editor de GPS,2095745,12,40159558,2016-06-20T15:22:51Z
29472969,UsuárioPar,367813,18,56935429,2018-03-06T13:17:20Z
29472970,LucFreitas,2173970,16,44660638,2016-12-25T12:18:23Z
29472971,UsuárioPar,367813,9,53457383,2017-11-02T17:02:16Z
29472972,UsuárioPar,367813,8,56935429,2018-03-06T13:17:20Z
29472973,patodiez,1856060,11,48069080,2017-04-23T19:01:03Z
29472974,erickdeoliveiraleal,463504,10,61874698,2018-08-22T03:06:39Z
29472975,erickdeoliveiraleal,463504,8,50350839,2017-07-17T13:30:09Z
29472976,Matias_Daniel,7142955,8,55524280,2018-01-17T15:06:14Z
29472977,patodiez,1856060,17,34952869,2015-10-29T16:19:44Z
29472978,Matias_Daniel,7142955,6,56235013,2018-02-10T07:34:00Z
29472979,Editor de GPS,2095745,9,28512136,2015-01-30T20:14:11Z
29472980,LucFreitas,2173970,13,55293687,2018-01-09T13:48:58Z
29472981,UsuárioPar,367813,14,56427522,2018-02-16T22:24:12Z
29472982,LucFreitas,2173970,11,44660638,2016-12-25T12:18:23Z
29472983,UsuárioPar,367813,11,56427522,2018-02-16T22:24:13Z
29473040,LucFreitas,2173970,6,44660638,2016-12-25T12:18:24Z
29473041,Lucas Medeiros,8828309,13,62930752,2018-09-26T00:38:41Z
29473042,Matias_Daniel,7142955,11,56235013,2018-02-10T07:33:59Z
29473044,erickdeoliveiraleal,463504,7,55034448,2017-12-30T13:30:08Z
29473045,jfelintonetto,7357230,7,54919872,2017-12-26T03:37:41Z
29473046,patodiez,1856060,6,48069080,2017-04-23T19:00:59Z
29473047,patodiez,1856060,4,48069891,2017-04-23T19:30:02Z
29473048,erickdeoliveiraleal,463504,3,21165977,2014-03-18T00:12:20Z
30554038,Vítor Dias,397143,35,21544370,2014-04-07T04:07:19Z
30554372,Editor de GPS,2095745,19,26532567,2014-11-03T18:47:18Z
30554497,TrevorInserts,1854688,20,19999989,2014-01-14T20:46:44Z
30554638,Editor de GPS,2095745,18,26532567,2014-11-03T18:47:18Z
30555619,Matias_Daniel,7142955,12,56235013,2018-02-10T07:34:00Z
31513993,UsuárioPar,367813,8,59256097,2018-05-25T00:33:42Z
31514074,erickdeoliveiraleal,463504,10,55157460,2018-01-04T13:14:49Z
31518793,Fredporto,4060423,11,48499386,2017-05-08T11:40:03Z
31519356,patodiez,1856060,13,45975573,2017-02-10T14:41:39Z
31519389,UsuárioPar,367813,21,52762032,2017-10-09T14:37:30Z
31519619,UsuárioPar,367813,16,36888170,2016-01-29T21:20:40Z
31549139,Vítor Dias,397143,15,28579520,2015-02-03T00:01:09Z
38263336,UsuárioPar,367813,6,37299385,2016-02-18T23:26:59Z
38263410,UsuárioPar,367813,9,37299385,2016-02-18T23:27:03Z
38264542,Frido Claudino,2681591,18,58756962,2018-05-07T12:29:23Z
38264543,erickdeoliveiraleal,463504,10,62188962,2018-09-01T03:38:16Z
38264705,UsuárioPar,367813,7,37299385,2016-02-18T23:27:02Z
38264847,UsuárioPar,367813,6,37299385,2016-02-18T23:26:59Z
38264859,erickdeoliveiraleal,463504,12,62188962,2018-09-01T03:38:16Z
38321211,erickdeoliveiraleal,463504,7,62188935,2018-09-01T03:33:23Z
38322610,erickdeoliveiraleal,463504,16,62188935,2018-09-01T03:33:23Z
38689062,UsuárioPar,367813,9,37299385,2016-02-18T23:26:57Z
38689069,Editor de GPS,2095745,12,37922125,2016-03-18T15:32:54Z
38689072,UsuárioPar,367813,5,37299385,2016-02-18T23:26:59Z
38689075,UsuárioPar,367813,10,37299385,2016-02-18T23:26:56Z
38689081,UsuárioPar,367813,12,37299385,2016-02-18T23:26:42Z
38689092,UsuárioPar,367813,9,37299385,2016-02-18T23:26:42Z
38689095,UsuárioPar,367813,8,37299385,2016-02-18T23:26:55Z
38689099,Editor de GPS,2095745,11,26312173,2014-10-25T00:00:26Z
38689114,UsuárioPar,367813,10,37299385,2016-02-18T23:26:52Z
38689122,UsuárioPar,367813,12,37299385,2016-02-18T23:27:01Z
38689124,UsuárioPar,367813,11,37299385,2016-02-18T23:26:54Z
38689125,UsuárioPar,367813,7,37299385,2016-02-18T23:26:53Z
38689537,Editor de GPS,2095745,16,38514258,2016-04-13T01:56:01Z
38689927,Fredporto,4060423,7,48980169,2017-05-25T17:37:32Z
38689931,Camila Gomes,6642297,9,53956775,2017-11-20T18:18:29Z
38689936,jump6024,172439,6,28603937,2015-02-04T05:03:54Z
38689937,UsuárioPar,367813,8,37299385,2016-02-18T23:27:03Z
38690045,UsuárioPar,367813,7,37299385,2016-02-18T23:26:54Z
43041697,BladeTC,549284,7,39317319,2016-05-14T18:22:32Z
43041698,tarta,962387,2,23249795,2014-06-28T17:11:41Z
43041703,thiagobruno1989,4640695,11,62213069,2018-09-02T08:06:39Z
43041707,BladeTC,549284,5,39413303,2016-05-19T00:02:12Z
43041708,UsuárioPar,367813,10,59195154,2018-05-23T00:21:27Z
43041712,BladeTC,549284,7,39280872,2016-05-13T02:40:06Z
43041714,boneco,2762547,7,29717143,2015-03-24T23:32:33Z
43041725,UsuárioPar,367813,9,56593591,2018-02-22T22:17:07Z
43041728,boneco,2762547,5,29704032,2015-03-24T14:07:12Z
43041729,tarta,962387,6,23249795,2014-06-28T17:11:43Z
43041747,BladeTC,549284,7,39105484,2016-05-04T20:00:32Z
43041748,UsuárioPar,367813,6,51765938,2017-09-05T23:54:33Z
43041759,tarta,962387,4,23249795,2014-06-28T17:11:46Z
43041760,UsuárioPar,367813,7,39412872,2016-05-18T23:09:38Z
43041766,UsuárioPar,367813,8,59716877,2018-06-10T17:07:02Z
43041771,tarta,962387,6,28703449,2015-02-08T14:30:15Z
43041775,UsuárioPar,367813,6,47269717,2017-03-29T18:40:06Z
43041780,BladeTC,549284,6,39280162,2016-05-13T00:38:26Z
43041785,UsuárioPar,367813,16,53506952,2017-11-04T15:30:27Z
43041787,UsuárioPar,367813,6,44431226,2016-12-15T19:33:34Z
43041794,BladeTC,549284,8,39280436,2016-05-13T01:23:56Z
43041797,BladeTC,549284,6,39404323,2016-05-18T16:08:25Z
43041803,boneco,2762547,5,29704032,2015-03-24T14:07:14Z
43041804,BladeTC,549284,7,39317319,2016-05-14T18:22:32Z
43041806,UsuárioPar,367813,11,56428311,2018-02-16T23:07:39Z
43041808,UsuárioPar,367813,10,56554250,2018-02-21T16:16:27Z
43041819,UsuárioPar,367813,8,41436056,2016-08-13T20:28:07Z
43041840,BladeTC,549284,7,39411747,2016-05-18T21:41:28Z
43041841,UsuárioPar,367813,10,53493765,2017-11-04T02:04:13Z
43041846,erickdeoliveiraleal,463504,11,62020408,2018-08-27T03:12:42Z
43041850,UsuárioPar,367813,12,52009748,2017-09-13T14:58:15Z
43041854,UsuárioPar,367813,7,39341257,2016-05-16T00:18:00Z
43041857,UsuárioPar,367813,7,39412872,2016-05-18T23:09:38Z
43041868,UsuárioPar,367813,6,45195106,2017-01-15T17:05:57Z
43041876,boneco,2762547,5,29704032,2015-03-24T14:07:15Z
43041880,BladeTC,549284,5,39280162,2016-05-13T00:38:30Z
43041881,JulioCsevla,5303539,7,56861381,2018-03-04T02:27:30Z
43041889,UsuárioPar,367813,10,56943278,2018-03-06T18:09:38Z
43041890,UsuárioPar,367813,10,44431438,2016-12-15T19:47:07Z
43041891,BladeTC,549284,9,39280872,2016-05-13T02:40:07Z
43041892,BladeTC,549284,6,39303943,2016-05-14T02:55:01Z
43041894,UsuárioPar,367813,6,45843986,2017-02-06T02:29:36Z
43041895,Rita de Cássia2018,8319988,9,59250151,2018-05-24T18:47:35Z
43041900,BladeTC,549284,6,39413349,2016-05-19T00:06:08Z
43041907,UsuárioPar,367813,5,41601752,2016-08-21T20:55:33Z
43041909,UsuárioPar,367813,7,47245523,2017-03-29T00:29:51Z
43041916,tarta,962387,4,23249795,2014-06-28T17:11:58Z
43041917,UsuárioPar,367813,7,62566882,2018-09-13T22:13:13Z
43041955,BladeTC,549284,5,39317319,2016-05-14T18:22:32Z
43041961,FvGordon,161619,17,47261035,2017-03-29T14:01:44Z
43041974,BladeTC,549284,7,39303943,2016-05-14T02:55:01Z
43041976,BladeTC,549284,9,39317797,2016-05-14T18:43:13Z
43041977,tarta,962387,5,23249795,2014-06-28T17:12:04Z
43041981,UsuárioPar,367813,10,45195106,2017-01-15T17:05:57Z
43041982,tarta,962387,8,28821326,2015-02-13T13:56:30Z
43041999,boneco,2762547,6,29704032,2015-03-24T14:07:16Z
43042014,UsuárioPar,367813,10,56524553,2018-02-20T15:55:12Z
43042020,BladeTC,549284,8,39280872,2016-05-13T02:40:08Z
43042023,BladeTC,549284,6,39413303,2016-05-19T00:02:12Z
43042026,BladeTC,549284,5,39316150,2016-05-14T17:36:28Z
43042036,boneco,2762547,5,29704032,2015-03-24T14:07:16Z
43042057,boneco,2762547,7,29704032,2015-03-24T14:07:17Z
43042065,UsuárioPar,367813,7,53223785,2017-10-25T02:01:09Z
43042069,UsuárioPar,367813,9,36900602,2016-01-30T16:08:36Z
43042078,BladeTC,549284,6,39404100,2016-05-18T15:58:18Z
43042082,BladeTC,549284,6,39413349,2016-05-19T00:06:08Z
43042096,Vítor Dias,397143,5,28296133,2015-01-20T22:57:12Z
43042099,UsuárioPar,367813,5,45195106,2017-01-15T17:05:58Z
43042114,BladeTC,549284,5,39413002,2016-05-18T23:27:32Z
43042119,BladeTC,549284,7,39317797,2016-05-14T18:43:11Z
43042122,tarta,962387,5,28821326,2015-02-13T13:56:41Z
43042131,BladeTC,549284,6,39280436,2016-05-13T01:24:05Z
43042132,BladeTC,549284,7,39280436,2016-05-13T01:24:06Z
43042148,BladeTC,549284,6,39303943,2016-05-14T02:55:01Z
43042152,BladeTC,549284,6,39413349,2016-05-19T00:06:08Z
43042153,BladeTC,549284,5,39413002,2016-05-18T23:27:32Z
43042155,boneco,2762547,5,29717143,2015-03-24T23:32:52Z
43042171,UsuárioPar,367813,11,53493606,2017-11-04T01:35:00Z
43042174,tarta,962387,4,28821326,2015-02-13T13:56:43Z
43042193,UsuárioPar,367813,7,54303182,2017-12-03T17:07:35Z
43042198,BladeTC,549284,6,39413002,2016-05-18T23:27:32Z
43042199,UsuárioPar,367813,5,39340982,2016-05-15T23:39:55Z
43042204,boneco,2762547,5,29704032,2015-03-24T14:07:18Z
43042205,UsuárioPar,367813,7,39472760,2016-05-21T16:57:09Z
43042207,UsuárioPar,367813,7,47309017,2017-03-30T23:17:08Z
43042212,UsuárioPar,367813,7,44326602,2016-12-11T16:36:16Z
43042214,UsuárioPar,367813,5,39340982,2016-05-15T23:39:55Z
43042217,UsuárioPar,367813,6,44326602,2016-12-11T16:36:17Z
43042222,BladeTC,549284,5,39411747,2016-05-18T21:41:30Z
43042223,BladeTC,549284,6,39316150,2016-05-14T17:36:29Z
43042231,tarta,962387,2,23249795,2014-06-28T17:12:26Z
43042238,BladeTC,549284,5,39317319,2016-05-14T18:22:32Z
43042241,BladeTC,549284,5,39280436,2016-05-13T01:24:07Z
43042248,BladeTC,549284,5,39413002,2016-05-18T23:27:33Z
43042261,BladeTC,549284,8,39303943,2016-05-14T02:55:01Z
43042294,UsuárioPar,367813,10,53493765,2017-11-04T02:04:13Z
43042301,BladeTC,549284,6,39280162,2016-05-13T00:38:31Z
43042319,BladeTC,549284,5,39280162,2016-05-13T00:38:32Z
43042324,UsuárioPar,367813,3,45195106,2017-01-15T17:05:58Z
43042333,boneco,2762547,6,29704032,2015-03-24T14:07:25Z
43042339,Lucas Dezotti,1052607,10,52735043,2017-10-08T16:12:42Z
43042340,BladeTC,549284,7,39280872,2016-05-13T02:40:09Z
43042347,UsuárioPar,367813,8,53223785,2017-10-25T02:01:09Z
43042356,UsuárioPar,367813,12,37474532,2016-02-27T01:41:14Z
43187083,UsuárioPar,367813,4,46150963,2017-02-16T23:23:31Z
43187281,BladeTC,549284,3,39103227,2016-05-04T18:52:06Z
43187376,tarta,962387,2,23168510,2014-06-26T01:06:02Z
43187547,tarta,962387,2,23168510,2014-06-26T01:06:09Z
43187550,tarta,962387,2,23168510,2014-06-26T01:06:09Z
43187579,erickdeoliveiraleal,463504,3,45195819,2017-01-15T17:40:58Z
46098710,Fredporto,4060423,24,48842080,2017-05-20T12:38:54Z
46098711,UsuárioPar,367813,33,52762032,2017-10-09T14:37:30Z
46098715,Frido Claudino,2681591,23,58754210,2018-05-07T10:45:53Z
46256535,TrevorInserts,1854688,9,19999989,2014-01-14T20:46:49Z
46256540,Pedro Callado,7689167,23,56793222,2018-03-01T15:57:22Z
46256564,TrevorInserts,1854688,15,19999989,2014-01-14T20:46:47Z
46257665,erickdeoliveiraleal,463504,9,55549475,2018-01-18T13:09:49Z
46257670,jump6024,172439,7,28075966,2015-01-11T23:36:04Z
46257672,HildebrandoPB,1895155,13,20514425,2014-02-12T01:58:15Z
46257680,Frido Claudino,2681591,13,58884768,2018-05-11T17:29:05Z
46257684,HildebrandoPB,1895155,10,20514425,2014-02-12T01:58:13Z
46257689,HildebrandoPB,1895155,9,20115352,2014-01-21T01:41:15Z
46257690,AndrezzaDayane,6018004,11,54583602,2017-12-13T02:13:11Z
46350355,TrevorInserts,1854688,7,19999989,2014-01-14T20:46:41Z
46549902,Editor de GPS,2095745,4,30851537,2015-05-06T18:47:12Z
46550292,erickdeoliveiraleal,463504,31,53010783,2017-10-17T12:46:35Z
46551104,UsuárioPar,367813,7,36725106,2016-01-21T17:43:44Z
46568939,erickdeoliveiraleal,463504,15,53010783,2017-10-17T12:46:35Z
46569777,rmds,1889284,10,55305408,2018-01-09T22:02:04Z
46570005,Aderbal,325966,16,57576515,2018-03-27T18:10:07Z
46571177,adrianojbr,2339960,6,43982794,2016-11-27T12:51:54Z
46571248,erickdeoliveiraleal,463504,23,53010783,2017-10-17T12:46:35Z
46571272,erickdeoliveiraleal,463504,15,53010783,2017-10-17T12:46:35Z
46577777,UsuárioPar,367813,14,41898361,2016-09-03T23:16:17Z
46577928,UsuárioPar,367813,7,41898361,2016-09-03T23:16:16Z
46577930,UsuárioPar,367813,6,41898361,2016-09-03T23:16:16Z
46577932,UsuárioPar,367813,6,41898361,2016-09-03T23:16:22Z
46577933,UsuárioPar,367813,7,41898361,2016-09-03T23:16:16Z
46577935,UsuárioPar,367813,8,44247022,2016-12-07T23:21:34Z
46577936,UsuárioPar,367813,7,41898361,2016-09-03T23:16:23Z
46577939,UsuárioPar,367813,6,41898361,2016-09-03T23:16:19Z
46577940,katpatuka,17497,1,3395827,2009-12-17T18:38:53Z
46577942,UsuárioPar,367813,6,41898361,2016-09-03T23:16:24Z
46577950,UsuárioPar,367813,11,41898361,2016-09-03T23:16:18Z
46577977,Vítor Dias,397143,4,33759599,2015-09-02T19:48:48Z
46578006,UsuárioPar,367813,3,41898361,2016-09-03T23:16:21Z
46578028,UsuárioPar,367813,6,44247022,2016-12-07T23:21:34Z
46578029,UsuárioPar,367813,4,41898361,2016-09-03T23:16:21Z
46578030,Vítor Dias,397143,3,33754608,2015-09-02T15:43:01Z
46578031,Vítor Dias,397143,3,33759599,2015-09-02T19:48:58Z
46578033,katpatuka,17497,2,3395827,2009-12-17T18:42:10Z
46578035,katpatuka,17497,1,3395827,2009-12-17T18:42:09Z
46578060,UsuárioPar,367813,6,41898361,2016-09-03T23:16:20Z
46578061,Lucas Mateus,5498047,12,57060793,2018-03-10T15:39:04Z
46578062,Vítor Dias,397143,7,33759599,2015-09-02T19:48:49Z
46578066,UsuárioPar,367813,3,41898361,2016-09-03T23:16:14Z
46578077,UsuárioPar,367813,3,41898361,2016-09-03T23:16:23Z
46578082,UsuárioPar,367813,8,41898361,2016-09-03T23:16:13Z
46578201,Geogast,51045,26,39226477,2016-05-10T19:32:15Z
46578368,naoliv,463507,14,41130767,2016-07-30T17:03:16Z
46829836,UsuárioPar,367813,17,36463531,2016-01-09T13:34:04Z
46829838,Frido Claudino,2681591,13,58766358,2018-05-07T18:13:14Z
46829839,Fredporto,4060423,8,53767551,2017-11-14T10:48:30Z
46829840,Frido Claudino,2681591,15,58756962,2018-05-07T12:20:14Z
46829841,jump6024,172439,8,28075966,2015-01-11T23:35:55Z
46829843,Eduardo Serafim,8234761,6,58761794,2018-05-07T15:15:56Z
46829849,Fredporto,4060423,5,51590750,2017-08-30T19:05:51Z
46829850,Fredporto,4060423,4,39789569,2016-06-03T23:30:25Z
46829851,erickdeoliveiraleal,463504,16,40975739,2016-07-23T17:05:26Z
46829852,Fredporto,4060423,8,53071690,2017-10-19T15:33:24Z
46829853,Editor de GPS,2095745,10,46169216,2017-02-17T16:14:23Z
46829854,Vítor Dias,397143,11,37170419,2016-02-12T15:23:17Z
46829855,jump6024,172439,5,28075966,2015-01-11T23:36:03Z
46829858,erickdeoliveiraleal,463504,5,40975739,2016-07-23T17:05:27Z
46829861,Editor de GPS,2095745,5,46169216,2017-02-17T16:14:23Z
46829862,Editor de GPS,2095745,12,61744334,2018-08-17T12:10:12Z
46829863,erickdeoliveiraleal,463504,26,53010783,2017-10-17T12:46:36Z
46829865,boneco,2762547,6,29818260,2015-03-29T03:21:54Z
46829866,UsuárioPar,367813,4,36725106,2016-01-21T17:43:44Z
46829867,jump6024,172439,11,28075966,2015-01-11T23:36:04Z
46829868,Editor de GPS,2095745,8,33578990,2015-08-25T18:28:39Z
46829869,Vítor Dias,397143,5,28377893,2015-01-24T17:19:35Z
46829871,jump6024,172439,5,28075966,2015-01-11T23:36:03Z
46829874,Fredporto,4060423,6,39789597,2016-06-03T23:32:42Z
46829875,Fredporto,4060423,4,39789585,2016-06-03T23:31:59Z
46829878,jump6024,172439,4,28075966,2015-01-11T23:35:54Z
46829880,Bráulio Bezerra,71025,1,3426831,2009-12-22T12:43:08Z
46829881,dmgroom_ct,437598,8,14285723,2012-12-15T20:34:21Z
46829884,HildebrandoPB,1895155,11,21370709,2014-03-28T18:39:38Z
46829885,jump6024,172439,8,28075966,2015-01-11T23:35:53Z
46829886,Fredporto,4060423,9,53767495,2017-11-14T10:45:43Z
46829887,Vítor Dias,397143,3,18993258,2013-11-19T13:00:11Z
46829889,Vítor Dias,397143,4,19027401,2013-11-21T01:58:54Z
46829890,Vítor Dias,397143,7,21485064,2014-04-03T21:43:29Z
46829892,Vítor Dias,397143,7,19027401,2013-11-21T01:58:55Z
46829893,Vítor Dias,397143,4,19027401,2013-11-21T01:58:54Z
46829895,Valber,35324,7,50472744,2017-07-22T02:11:05Z
46829896,jump6024,172439,5,28075966,2015-01-11T23:36:00Z
46829898,HildebrandoPB,1895155,5,20151353,2014-01-22T22:40:04Z
46829899,Frido Claudino,2681591,12,58884768,2018-05-11T17:33:17Z
46829900,erickdeoliveiraleal,463504,10,57494924,2018-03-24T20:15:39Z
46829901,HildebrandoPB,1895155,7,20124576,2014-01-21T15:38:41Z
46829902,wallacereiiss,6017956,5,54568485,2017-12-12T14:47:47Z
46829903,TrvrHldr,230234,7,27804655,2014-12-30T17:01:00Z
46829904,Fredporto,4060423,8,53767495,2017-11-14T10:45:43Z
46829905,wallacereiiss,6017956,5,54567924,2017-12-12T14:30:28Z
46829906,Frido Claudino,2681591,9,58884768,2018-05-11T17:32:04Z
46829910,Editor de GPS,2095745,8,30443822,2015-04-24T01:14:02Z
46829912,Vítor Dias,397143,3,18993258,2013-11-19T13:00:13Z
46829913,HildebrandoPB,1895155,6,20666316,2014-02-19T23:24:50Z
46829914,Bráulio Bezerra,71025,1,3426831,2009-12-22T12:43:18Z
46829915,TrevorInserts,1854688,4,19999989,2014-01-14T20:46:34Z
46829917,Vítor Dias,397143,2,21485064,2014-04-03T21:43:25Z
46829919,Vítor Dias,397143,2,20370478,2014-02-04T11:58:04Z
46829921,dbusse,149876,3,16186934,2013-05-18T23:00:20Z
46829924,hillarykmc,6017973,6,54564410,2017-12-12T11:58:11Z
46829926,Vítor Dias,397143,5,20370478,2014-02-04T11:58:08Z
46829928,HildebrandoPB,1895155,5,20124576,2014-01-21T15:38:41Z
46829929,Vítor Dias,397143,2,20370478,2014-02-04T11:58:10Z
46829930,Vítor Dias,397143,2,20370478,2014-02-04T11:58:12Z
46829932,Vítor Dias,397143,2,20370478,2014-02-04T11:58:05Z
46829933,Vítor Dias,397143,3,18993258,2013-11-19T13:00:13Z
46829934,Fredporto,4060423,4,53767495,2017-11-14T10:45:43Z
46829935,Vítor Dias,397143,3,18993258,2013-11-19T13:00:14Z
46829936,Vítor Dias,397143,5,21485829,2014-04-03T22:47:54Z
46829937,HildebrandoPB,1895155,4,21370368,2014-03-28T18:18:40Z
46829938,ivaldonm,2163223,6,61132116,2018-07-27T22:36:54Z
46829939,Frido Claudino,2681591,7,58766427,2018-05-07T18:10:15Z
46829940,Bráulio Bezerra,71025,1,3426831,2009-12-22T12:43:23Z
46829941,jump6024,172439,3,28075966,2015-01-11T23:36:03Z
46829942,jump6024,172439,4,28075966,2015-01-11T23:35:55Z
46829943,jump6024,172439,4,28075966,2015-01-11T23:36:07Z
46829944,jump6024,172439,3,28075966,2015-01-11T23:36:06Z
46829945,Andregmh,5246391,3,54489995,2017-12-09T16:07:46Z
46829946,micehr,3346778,5,36615975,2016-01-16T14:19:37Z
46829947,Vítor Dias,397143,2,19021196,2013-11-20T19:24:15Z
46829949,Vítor Dias,397143,2,19021196,2013-11-20T19:24:18Z
46829950,ivaldonm,2163223,4,60934334,2018-07-21T16:27:05Z
46829951,Vítor Dias,397143,2,19021196,2013-11-20T19:24:16Z
46829952,Vítor Dias,397143,2,19021196,2013-11-20T19:24:17Z
46829954,patodiez,1856060,9,45975573,2017-02-10T14:41:43Z
46829956,Vítor Dias,397143,2,20370478,2014-02-04T11:58:05Z
46829957,Vítor Dias,397143,2,20370478,2014-02-04T11:58:12Z
46829958,erickdeoliveiraleal,463504,4,21120451,2014-03-15T16:55:57Z
46829959,Vítor Dias,397143,5,19004958,2013-11-20T00:24:40Z
46829961,Vítor Dias,397143,2,19021196,2013-11-20T19:24:17Z
46829962,Vítor Dias,397143,2,20370478,2014-02-04T11:58:14Z
46829964,Ruggery,7242892,3,54642260,2017-12-15T04:27:51Z
46829965,Ruggery,7242892,3,54641850,2017-12-15T03:51:25Z
46829966,Ruggery,7242892,3,54642260,2017-12-15T04:27:51Z
46829967,Vítor Dias,397143,2,20370478,2014-02-04T11:58:15Z
46829968,Vítor Dias,397143,2,19021196,2013-11-20T19:24:18Z
46829969,Vítor Dias,397143,2,20370478,2014-02-04T11:58:05Z
46829971,erickdeoliveiraleal,463504,3,21347100,2014-03-27T15:45:12Z
46829972,micehr,3346778,4,36561645,2016-01-13T23:11:54Z
46829973,Vítor Dias,397143,2,19021196,2013-11-20T19:24:19Z
46829975,Vítor Dias,397143,3,19021196,2013-11-20T19:24:14Z
46829976,Gustavo César,8701943,4,61755884,2018-08-17T19:41:43Z
46829977,Vítor Dias,397143,2,20369800,2014-02-04T11:11:50Z
46829978,Vítor Dias,397143,2,20369800,2014-02-04T11:11:47Z
46829979,micehr,3346778,5,36634006,2016-01-17T14:03:27Z
46829982,erickdeoliveiraleal,463504,5,21317625,2014-03-26T03:57:50Z
46829983,erickdeoliveiraleal,463504,8,21317625,2014-03-26T03:57:55Z
46829985,Vítor Dias,397143,2,19021196,2013-11-20T19:24:19Z
46829986,Vítor Dias,397143,2,19021196,2013-11-20T19:24:15Z
46829987,Vítor Dias,397143,3,20369800,2014-02-04T11:11:50Z
46829988,Vítor Dias,397143,2,20369800,2014-02-04T11:11:47Z
46829990,Vítor Dias,397143,4,19021196,2013-11-20T19:24:24Z
46829991,Vítor Dias,397143,2,20369800,2014-02-04T11:11:51Z
46829992,Vítor Dias,397143,2,20369800,2014-02-04T11:11:45Z
46829993,Vítor Dias,397143,2,20369800,2014-02-04T11:11:48Z
46829994,Vítor Dias,397143,2,20369800,2014-02-04T11:11:49Z
46829997,Vítor Dias,397143,4,20369800,2014-02-04T11:11:48Z
46829998,Vítor Dias,397143,2,20369800,2014-02-04T11:11:49Z
46829999,Vítor Dias,397143,3,20369800,2014-02-04T11:11:48Z
46830000,patodiez,1856060,4,45975573,2017-02-10T14:41:43Z
46916293,jump6024,172439,10,26747309,2014-11-13T00:41:51Z
46916294,Vítor Dias,397143,5,22766926,2014-06-06T03:42:13Z
46916295,BRoboMan,233326,7,40796219,2016-07-17T11:29:10Z
46916296,Vítor Dias,397143,7,19005296,2013-11-20T01:09:40Z
46916297,Editor de GPS,2095745,5,26892550,2014-11-19T18:28:17Z
46916298,Editor de GPS,2095745,8,26892673,2014-11-19T18:34:08Z
46916299,Vítor Dias,397143,5,21485829,2014-04-03T22:47:45Z
46916300,Nadriel da silva,8531850,9,60591706,2018-07-10T23:27:51Z
46916303,UsuárioPar,367813,11,37299571,2016-02-18T23:49:45Z
46916305,Vítor Dias,397143,14,21486549,2014-04-04T00:25:35Z
46916308,Editor de GPS,2095745,13,34173960,2015-09-22T01:20:16Z
46916309,Avertânio,6650117,22,62209639,2018-09-02T01:39:39Z
46916310,HildebrandoPB,1895155,6,20628661,2014-02-18T03:13:15Z
46916312,Vítor Dias,397143,31,28377893,2015-01-24T17:19:35Z
46916313,Vítor Dias,397143,10,19102486,2013-11-25T01:36:23Z
46916315,erickdeoliveiraleal,463504,7,40908047,2016-07-20T22:19:18Z
46916316,Vítor Dias,397143,2,19102486,2013-11-25T01:36:24Z
46916317,Vítor Dias,397143,4,19102486,2013-11-25T01:36:25Z
46916319,HildebrandoPB,1895155,12,20496453,2014-02-11T02:35:25Z
46916320,dbusse,149876,8,37646061,2016-03-06T14:16:40Z
46916321,HildebrandoPB,1895155,11,20628636,2014-02-18T03:09:51Z
46916322,Gutierrez PS,5215598,5,45843934,2017-02-06T02:23:23Z
46916323,Editor de GPS,2095745,3,32616759,2015-07-14T00:09:09Z
46916324,Vítor Dias,397143,2,21544007,2014-04-07T03:11:45Z
46916325,Vítor Dias,397143,2,21544007,2014-04-07T03:11:47Z
46916326,Gutierrez PS,5215598,5,45843934,2017-02-06T02:23:22Z
46916327,Vítor Dias,397143,2,21544007,2014-04-07T03:11:46Z
46916328,Vítor Dias,397143,3,21544007,2014-04-07T03:11:45Z
46916329,Vítor Dias,397143,2,21544007,2014-04-07T03:11:49Z
46916330,Editor de GPS,2095745,14,25579262,2014-09-21T13:07:39Z
46916332,Editor de GPS,2095745,13,32533126,2015-07-10T01:33:19Z
46916334,Vítor Dias,397143,2,21544007,2014-04-07T03:11:49Z
46916335,UsuárioPar,367813,18,49116053,2017-05-30T21:57:58Z
46916336,Gutierrez PS,5215598,8,45843934,2017-02-06T02:23:23Z
